Size Category,Est. Enrollment,University,# Contacts,Contact Names,Contact Emails
"Large-Medium (20,000–29,999)",20000,Georgetown University,9,Georgetown Real Estate Society (GRES) | Steers Center for Global Real Assets | RealAssets@georgetown.edu | Susan Campbell | Bryan Jefferson,msb-gres@georgetown.edu | global@georgetown.edu | RealAssets@georgetown.edu | sfc38@georgetown.edu | brj9@georgetown.edu
"Large-Medium (20,000–29,999)",20000,University of Akron,17,"Eric R. Brisker, Ph.D. | Mary Becker, Ph.D. | Suzanne Gradisher, J.D., MTax, MBA | Taufiq Quadria, Ph.D. | John Goodell, Ph.D.",ebrisker@uakron.edu | mbecker@uakron.edu | smg16@uakron.edu | tquadria@uakron.edu | johngoo@uakron.edu
"Medium (10,000–19,999)",19000,Appalachian State University,10,"Real Estate & Finance Club | Dr. Harry M. Davis | Dr. Daniel J. Slottje | Walker College of Business | Department of Finance, Banking & Insurance",financeclub@appstate.edu | davishm@appstate.edu | slottjedj@appstate.edu | business@appstate.edu | finance@appstate.edu
"Medium (10,000–19,999)",19000,Central Michigan University,17,"Center for Real Estate Finance & Investment (CREFI) | Scott Droege, PhD | Annette Kraus, PhD | Jeffrey Smith, PhD | Michael Sabin",crefi@cmich.edu | scott.droege@cmich.edu | annette.kraus@cmich.edu | jeffrey.smith@cmich.edu | michael.sabin@cmich.edu
"Medium (10,000–19,999)",19000,"University of California, Santa Cruz",9,Baskin School of Engineering – Dean’s Office | Department of Economics | Global & Community Studies Dept | Center for Innovation & Entrepreneurial Development (CIED) | UCSC Career Success,baskin@ucsc.edu | econ@ucsc.edu | gcs@ucsc.edu | cied@ucsc.edu | careersuccess@ucsc.edu
"Medium (10,000–19,999)",19000,University of Miami,10,Real Estate Club (Herbert) | George W. & Lisa O. Seay Real Estate Center | Andrea Heuson | Department of Finance Office | Herbert Business School Dean’s Office,business@miami.edu | realestate@miami.edu | aheuson@miami.edu | finance@miami.edu | business@miami.edu
"Medium (10,000–19,999)",19000,University of Louisiana at Lafayette – Online,5,B.I. Moody III College of Business Administration | Dr. Jaimie Hebert | UL Lafayette Online | Career Services | Graduate School,business@louisiana.edu | jaimie.hebert@louisiana.edu | online@louisiana.edu | careercenter@louisiana.edu | gradschool@louisiana.edu
"Medium (10,000–19,999)",18000,Binghamton University (SUNY),11,Real Estate & Finance Club | School of Management Student Services | Dr. Shankar Ganesan | Department of Finance | Department of Economics,studentorgs@binghamton.edu | som@binghamton.edu | sganesan@binghamton.edu | finance@binghamton.edu | economics@binghamton.edu
"Medium (10,000–19,999)",18000,Northern Illinois University,8,NIU College of Business – Dean’s Office | Finance Department | Department of Economics – Chair | Department of Economics – Undergraduate Director | Career Services,cobadvising@niu.edu | fina@niu.edu | jgroves@niu.edu | mponomareva@niu.edu | careerservices@niu.edu
"Medium (10,000–19,999)",18000,University of Chicago,9,Real Estate Investment Group (RIG) – Student Org* | Angelica Marks | Meredith Daw | careeradvancement@uchicago.edu | Cristina Rodriguez,studentactivities@uchicago.edu  | amarks@uchicago.edu | daw@uchicago.edu | careeradvancement@uchicago.edu | crrodriguez@uchicago.edu
"Medium (10,000–19,999)",18000,University of Massachusetts Lowell,12,Student Life & Involvement – Director | Manning School of Business – Undergraduate Office | Manning School of Business – Graduate Office | Yi Yang | Michael Famighette,Sarah_Rine@uml.edu | ManningSchoolofBusiness@uml.edu | mba@uml.edu | Yi_Yang@uml.edu | Michael_Famighette@uml.edu
"Medium (10,000–19,999)",18000,West Chester University,9,Cottrell Entrepreneurship Center | Department of Finance | College of Business & Public Management | Office of Student Leadership & Involvement | Career Development Center,cottrellcenter@wcupa.edu | finance@wcupa.edu | cbpm@wcupa.edu | sli@wcupa.edu | careers@wcupa.edu
"Medium (10,000–19,999)",18000,Western Kentucky University,10,Gatton College of Business Office | Dr. Christopher Page | Department of Finance Office | Department of Economics Office | Center for Real Estate & Land Use,gatton@wku.edu | chris.page@wku.edu | finance@wku.edu | economics@wku.edu | realestate@wku.edu
"Medium (10,000–19,999)",18000,Rochester Institute of Technology,8,Saunders College of Business – Dean’s Office | Department of Finance & Accounting | Real Estate Club (routing) | School of Architecture | Career Services & Cooperative Education,saunders@rit.edu | accounting@saunders.rit.edu | campusgroups@rit.edu | architecture@rit.edu | career@rit.edu
"Medium (10,000–19,999)",18000,Touro University Nevada,5,College of Business | Dr. Kimberly Macuare | Career Services | Student Affairs | Admissions Office,business@tun.touro.edu | kmacuare@tun.touro.edu | careerservices@tun.touro.edu | studentaffairs@tun.touro.edu | admissions@tun.touro.edu
"Medium (10,000–19,999)",18000,Touro University Worldwide,5,School of Business & Management | Dr. Yoram Neumann | Career Services | Student Affairs | Admissions Office,business@tuw.edu | president@tuw.edu | careerservices@tuw.edu | studentaffairs@tuw.edu | admissions@tuw.edu
"Medium (10,000–19,999)",18000,Western Kentucky University – Online,5,Gordon Ford College of Business | Dr. Gary Ransdell | WKU Online | Career Services | Admissions Office,business@wku.edu | gary.ransdell@wku.edu | wkuonline@wku.edu | career.services@wku.edu | admissions@wku.edu
"Medium (10,000–19,999)",18000,Binghamton University,8,Binghamton Real Estate Society | Wei Xiao | Brian Spence | Shelley D. Dionne | Fleishman Career Center Employer Relations,BRES@binghamtonsa.org | wxiao@binghamton.edu | bspence3@binghamton.edu | sdionne@binghamton.edu | hirebing@binghamton.edu
"Medium (10,000–19,999)",17000,Bowling Green State University,15,Real Estate Club | Schmidthorst College of Business Student Organizations | Dr. Raymond Braun | Department of Finance | Department of Economics,studentengagement@bgsu.edu | business@bgsu.edu | rbraun@bgsu.edu | finance@bgsu.edu | economics@bgsu.edu
"Medium (10,000–19,999)",17000,"California State University, Chico",14,"Kevin W. Johnston, PhD | Nicolas C. Kachelmeier, PhD | Zhengyi “James” Zhang, PhD | Julie Hayward | Paul J. Thibodeau, PhD",kwjohnston@csuchico.edu | nkachelmeier@csuchico.edu | zzhang@csuchico.edu | jhayward@csuchico.edu | pthibodeau@csuchico.edu
"Medium (10,000–19,999)",17000,Duke University,12,"Duke Real Estate Club (Fuqua) | Paul Anglin, Ph.D. | Manju Puri, Ph.D. | Aaron Chatterji, Ph.D. | Nicholas School of the Environment",studentclubs@fuqua.duke.edu | paul.anglin@duke.edu | mpuri@duke.edu | aaron.chatterji@duke.edu | nicholas@duke.edu
"Medium (10,000–19,999)",17000,Loyola University Chicago,9,Quinlan School of Business | Abol Jalilvand | Center for Urban Research and Learning (CURL) | Career Services | Employer Relations – Career Services,quinlan@luc.edu | ajalilv@luc.edu | curl@luc.edu | careercenter@luc.edu | rricardo@luc.edu
"Medium (10,000–19,999)",17000,Montana State University,9,"MSU Real Estate Club (official student organization) | Jake Jabs College of Business & Entrepreneurship | Department of Economics | Jake Jabs College of Business & Entrepreneurship | MSU Career, Internship & Student Employment Services",studentengagement@montana.edu | jakejabscollege@montana.edu | economics@montana.edu | businessdean@montana.edu | careers@montana.edu
"Medium (10,000–19,999)",17000,Stanford University,10,Stanford Real Estate Development (SRED) | Graduate School of Business | Peter Reiss | Department of Economics | Student Organizations & Leadership,sred@stanford.edu | gsbinfo@stanford.edu | preiss@stanford.edu | econ-info@stanford.edu | studentactivities@stanford.edu
"Medium (10,000–19,999)",17000,Troy University,17,Real Estate Club (via Student Involvement) | Sorrell College of Business | Department of Economics and Finance | Center for Student Success | Sorrell College of Business Advising,involvement@troy.edu | sorrell@troy.edu | economics@troy.edu | careers@troy.edu | sorrell@troy.edu
"Medium (10,000–19,999)",17000,Montana State University – Bozeman,8,"Brent Barker, PhD | Jake Jabs College of Business Office | Department of Finance | Blackstone LaunchPad at MSU | Career, Internship & Student Employment Services",brent.barker@montana.edu | business@montana.edu | finance@montana.edu | launchpad@montana.edu | careers@montana.edu
"Medium (10,000–19,999)",17000,Montana State University – Online,8,"Molly McGarry | MSU Online Office | Jake Jabs College of Business & Entrepreneurship Office | Department of Finance | Career, Internship & Student Employment Services",molly.mcgarry@montana.edu | online@montana.edu | business@montana.edu | finance@montana.edu | careers@montana.edu
"Medium (10,000–19,999)",17000,Montana State University Billings,8,"Mark Ettl, PhD | College of Business Office | Department of Business Administration | Economics & Finance Program Office | Career & Professional Development",mark.ettl@msubillings.edu | business@msubillings.edu | busadmin@msubillings.edu | econfinance@msubillings.edu | careers@msubillings.edu
"Medium (10,000–19,999)",17000,Montana State University–Northern,8,"Michael Kegel, PhD | College of Business Office | Department of Business & Industrial Technology | Department of Accounting & Finance | Career Services",michael.kegel@msun.edu | business@msun.edu | bit@msun.edu | accounting@msun.edu | careers@msun.edu
"Medium (10,000–19,999)",17000,University at Albany,8,Real Estate Club (via Student Association) | Massry School of Business | Department of Finance | Department of Economics | Career and Professional Development,sa@albany.edu | msb@albany.edu | finance@albany.edu | economics@albany.edu | recruit@albany.edu
"Medium (10,000–19,999)",16000,"California State University, Dominguez Hills",13,"William J. Franklin, PhD | Kwaku Agyei-Ampomah, PhD | Ahmed A. Elshennawy, PhD | Xiaojun “Jenny” Wang, PhD | Harold L. Vogel, PhD",wfranklin@csudh.edu | kagyeiampomah@csudh.edu | aelshennawy@csudh.edu | xwang@csudh.edu | hvogel@csudh.edu
"Medium (10,000–19,999)",16000,Eastern Michigan University,7,Real Estate Club (via Student Government & Campus Life) | Department of Finance | College of Business | College of Business Advising | University Advising & Career Development Center,campuslife@emich.edu | finance@emich.edu | cob_dean@emich.edu | cob_advising@emich.edu | uacdc@emich.edu
"Medium (10,000–19,999)",16000,Fordham University,13,Fordham Real Estate Institute Office | Bob Morgenstern | Sal Gulino | Fordham Real Estate Institute Student Association | Fordham Real Estate Club (GSB),realestate@fordham.edu | realestate@fordham.edu | realestate@fordham.edu | realestate@fordham.edu | gabelli@fordham.edu 
"Medium (10,000–19,999)",16000,Kean University,11,"College of Business & Public Management | George L. York | Department of Accounting, Finance & Law | Department of Economics & Management | Business Student Organizations (Routing)",cbpm@kean.edu | gyork@kean.edu | afl@kean.edu | econmgmt@kean.edu | studentorgs@kean.edu
"Medium (10,000–19,999)",16000,Lamar University,11,College of Business – Dean’s Office | Bert S. Moore | Department of Management & Marketing | Department of Economics & Finance | Business Student Organizations (Routing),cob@lamar.edu | bert.moore@lamar.edu | management@lamar.edu | econfinance@lamar.edu | studentengagement@lamar.edu
"Medium (10,000–19,999)",16000,University of Massachusetts Boston,10,UMass Boston Real Estate Society | College of Management Undergraduate Programs Office | Graduate Programs Office | Dr. Zaferanloo Bina | Economics Department Office,business@umb.edu | undergraduate.cm@umb.edu | graduate.cm@umb.edu | bina@umb.edu | economics@umb.edu
"Medium (10,000–19,999)",16000,University of North Florida,10,Real Estate Society (UNF) | Coggin College of Business – Real Estate Program Office | John A. Delaney | Coggin College of Business – Dean’s Office | Coggin Career Management Center,studentorgs@unf.edu | business@unf.edu | jdelaney@unf.edu | coggin@unf.edu | coggin.cmc@unf.edu
"Medium (10,000–19,999)",16000,University of Toledo,11,UT Real Estate Club (Student Org) | College of Business & Innovation – Main Office | Dean’s Office – College of Business & Innovation | Department of Finance – Main Office | Finance Faculty Routing (Real Estate–adjacent),studentinvolvement@utoledo.edu | business@utoledo.edu | business@utoledo.edu | finance@utoledo.edu | finance@utoledo.edu
"Medium (10,000–19,999)",16000,Western Washington University,9,College of Business & Economics Office | Department of Finance & Marketing Office | Center for Economic & Business Research | Real Estate Club (via Student Engagement) | Career Services Center,business@wwu.edu | finance@wwu.edu | cebr@wwu.edu | student.activities@wwu.edu | careers@wwu.edu
"Medium (10,000–19,999)",16000,Washington University in St. Louis,5,Olin Business School | Dr. Mahendra Gupta | Career Center | Student Affairs | Admissions Office,olin@wustl.edu | mgupta@wustl.edu | careercenter@wustl.edu | studentaffairs@wustl.edu | admissions@wustl.edu
"Medium (10,000–19,999)",16000,University of Nebraska Omaha,8,"Real Estate & Land Use Academy | Mark J. Fritson | Department of Finance, Banking & Real Estate | College of Business Administration | UNO Career Services",realestate@unomaha.edu | mfritson@unomaha.edu | fbre@unomaha.edu | cba@unomaha.edu | unocareer@unomaha.edu
